Feature,Importance
osm_name_Decies Road,1.1408898330148552e-05
osm_name_Pembroke Place,1.1381222781024817e-05
osm_name_Donnycarney Road,1.1351249120999805e-05
osm_name_Gordon Street,1.1337923083965448e-05
osm_name_Alexandra Road,1.128705685908178e-05
osm_name_Wolfe Tone Street,1.1268162415655114e-05
osm_name_Swords Road,1.1208087828760652e-05
osm_name_North Great George's Street,1.1120963916489208e-05
osm_name_Glin Park,1.1069583008670394e-05
osm_name_Saint Brendan's Park,1.1063448996401191e-05
osm_name_Farney Park,1.099967212421514e-05
osm_name_Hampstead Avenue,1.0763544219809558e-05
osm_name_Belmont Park,1.0570508195277676e-05
osm_name_Herberton Apartment underground access ramp,1.0562880818564672e-05
osm_name_Saint Mary's Road,1.0524594852380005e-05
osm_ref_R805,1.0342858364270983e-05
osm_name_North Wall Avenue,1.0338975778846782e-05
osm_name_Bridgefoot Street,1.0294340750672306e-05
osm_name_St. Stephen's Green,1.0287420787838389e-05
osm_name_Temple Park,1.0257274881956763e-05
osm_name_Cathedral Lane,1.0235683968741046e-05
osm_name_Little Green Street,1.0204525020103861e-05
osm_name_Seafield Road West,1.0071912480417525e-05
osm_name_Abbeyfield,1.0009322605887818e-05
osm_name_Ballygall Crescent,9.93608643373202e-06
osm_name_Portland Street North,9.883872229719161e-06
osm_name_Mary Street,9.873296476174926e-06
osm_name_O'Connell Street Upper,9.785594452220738e-06
osm_ref_R111,9.733365069434716e-06
osm_name_Saint Pappin's Green,9.710799478498713e-06
osm_name_Carlingford Parade,9.707511164080987e-06
osm_name_Elm Mount View,9.704622266476623e-06
osm_name_Church Road,9.659147823767297e-06
osm_name_Hamilton Street,9.601045660755155e-06
osm_name_Camden Avenue,9.44906696915498e-06
osm_name_Ivy Avenue,9.426518096934857e-06
osm_name_Aungier Place,9.416778860647055e-06
osm_name_Westbrook,9.403689394717568e-06
osm_name_Elm Mount Crescent,9.40061057285539e-06
osm_name_Collins Park,9.385675560256067e-06
osm_name_Parnell Street,9.376078304554646e-06
osm_name_McAuley Road,9.356373919047612e-06
osm_name_Shanowen Drive,9.286468278768107e-06
osm_name_Clonshaugh Road,9.248180673837242e-06
osm_name_Thomas Moore Road,9.243783264956998e-06
osm_name_Knocknarea Avenue,9.217576280585277e-06
osm_name_Mountpleasant Place,9.169442660524404e-06
osm_name_Brickfield Drive,9.161087735560454e-06
osm_name_Fairview Green,8.988812375725984e-06
osm_name_Sackville Place,8.969713006073955e-06
osm_name_Finglas Bypass,8.901903552034489e-06
osm_name_Clanmahon Road,8.898922561972236e-06
osm_name_Le Vere Terrace,8.835737294141288e-06
osm_name_Tranquility Grove,8.806319242844203e-06
osm_ref_R803,8.792058918829432e-06
osm_name_Kimmage Road Lower,8.78783550470371e-06
osm_name_Tyrconnell Road,8.660445031046103e-06
osm_name_Pearse Grove,8.640579570504345e-06
osm_name_St Michaels Close,8.565287870330724e-06
osm_name_Conquer Hill Road,8.539747692654619e-06
osm_name_Ormond Quay Upper,8.524670927799197e-06
osm_name_Kylemore Way,8.502873290323296e-06
osm_name_South Circular Road,8.357696321545694e-06
osm_name_Wellmount Road,8.304822619470086e-06
osm_name_Ballsbridge Avenue,8.284612512803021e-06
osm_name_Newmarket,8.249475969765368e-06
osm_name_Brighton Square,8.205434922533863e-06
osm_name_Stable Lane,8.203382291619945e-06
osm_name_Belton Park Villas,8.178150180677053e-06
osm_name_Camac Court,8.172424172257303e-06
osm_name_Essex Street West,8.116534314025672e-06
osm_name_Dean Swift Road,8.09053036715715e-06
osm_name_Glengarriff Parade,8.088551599964131e-06
osm_name_O'Brien Road,8.000504003189082e-06
osm_name_Grange Park Green,7.990149128866069e-06
osm_name_Greenfield Park,7.951555438295347e-06
osm_name_Rathborne Avenue,7.95024971556954e-06
osm_name_The Timber Mill,7.939479040755817e-06
osm_name_Edenmore Grove,7.93635507063826e-06
osm_ref_R132,7.934154973816903e-06
osm_ref_R833,7.933829982888114e-06
osm_name_Jamestown Avenue,7.928953397953444e-06
osm_name_Park Lane,7.906885641036379e-06
osm_name_Old Kilmainham,7.898655379924778e-06
osm_name_Emorville Avenue,7.869887845415928e-06
osm_ref_R114,7.860376739641465e-06
osm_name_Dolphin Road,7.85116556628198e-06
osm_name_Vernon Avenue,7.785106469700016e-06
osm_name_Enaville Avenue,7.768734647357116e-06
osm_name_Old Cabra Road,7.739527866494634e-06
osm_name_Gracepark Terrace,7.729166508519522e-06
osm_name_Keeper Road,7.71790012294173e-06
osm_name_Edenmore Green,7.668905074064721e-06
osm_name_Grosvenor Lane,7.651277443472012e-06
osm_name_Grand Canal Place,7.601400709084096e-06
osm_name_Nerney's Court,7.569372445484531e-06
osm_name_Richmond Avenue,7.543696921047156e-06
osm_name_Ardmore Drive,7.5057999372142175e-06
osm_name_Bow Street,7.496108470555955e-06
osm_name_Sandymount Court,7.425976553931595e-06
osm_ref_R816,7.41622482824766e-06
osm_name_Swans Nest Avenue,7.3883971414566795e-06
osm_name_Nassau Street,7.361570046802231e-06
osm_name_Grand Canal Street Lower,7.3333299999307594e-06
osm_name_Celtic Park Avenue,7.240462377535484e-06
osm_name_Clare Lane,7.20108925942267e-06
osm_name_Adare Road,7.168497357950657e-06
osm_name_Glasnevin Avenue,7.14992530852165e-06
osm_name_Rialto Street,7.133233767194402e-06
osm_name_Back Lane,7.067925147633934e-06
osm_name_Quarry Road,7.032737278727236e-06
osm_name_Sheriff Street Lower,7.0320845714645315e-06
osm_name_Chapelizod Road,7.021538352446749e-06
osm_name_Arnott Street,7.010551662941645e-06
osm_name_Castletimon Park,6.937664953374997e-06
osm_name_Fitzwilliam Place North,6.920816342791101e-06
osm_name_Friary Avenue,6.915766761577223e-06
osm_name_Beau Park Road,6.908800500729755e-06
osm_name_Shantalla Road,6.8762157394869626e-06
osm_name_Adair Lane,6.862926597991713e-06
osm_name_Grand Parade,6.849996119877531e-06
osm_name_Dean Swift Square,6.741365109617675e-06
osm_name_Shanowen Square,6.694186127915035e-06
osm_name_Tara Street,6.679438340512576e-06
osm_name_Wellington Lane,6.67557868149784e-06
osm_name_Harold's Cross Road,6.673131188748048e-06
osm_name_Mayeston Rise,6.650186571416023e-06
osm_name_Shelmalier Road,6.5888025189589924e-06
osm_name_Great Western Villas,6.575002212600271e-06
osm_name_Hyde Park,6.539307316808703e-06
osm_name_Collins Avenue Extension,6.5231024276199035e-06
osm_name_Saint Helena's Road,6.493054335587263e-06
osm_ref_R839,6.488363484787522e-06
osm_name_Windmill Road,6.488340289917484e-06
osm_name_Kincora Grove,6.485055260232218e-06
osm_name_Airfield Park,6.414279618813072e-06
osm_name_Lansdowne Village,6.37821140275221e-06
osm_name_Harbourmaster Place,6.364044697082005e-06
osm_name_Constitution Hill,6.338090388428217e-06
osm_name_Watermill Drive,6.3355511640727705e-06
osm_name_Lombard Street West,6.3202882900035465e-06
osm_ref_R112,6.243403885842004e-06
osm_name_North Lotts,6.234268890750475e-06
osm_name_Church Lane South,6.207898802378608e-06
osm_name_Strand Road,6.1980486710224055e-06
osm_name_Celtic Park Road,6.18044667358458e-06
osm_name_Clarence Mangan Square,6.16453547939599e-06
osm_name_Clanboy Road,6.157400323856604e-06
osm_name_Dame Lane,6.152698048317805e-06
osm_name_Gracefield Avenue,6.0809941051104785e-06
osm_name_Rehoboth Place,6.07463284719189e-06
osm_name_Shanliss Road,6.058690532487411e-06
osm_name_Arbour Hill,6.027488764565809e-06
osm_name_Danieli Drive,5.982711710603803e-06
osm_name_Brabazon Place,5.969134943475924e-06
osm_name_Slievenamon Road,5.936684099820351e-06
osm_name_Bannow Road,5.903070594581601e-06
osm_ref_R109,5.896171716871718e-06
osm_name_Avila Park,5.8932033774465435e-06
osm_name_Rathborne Drive,5.890544306123666e-06
osm_name_Seapark Drive,5.885517826761137e-06
osm_name_Mount Prospect Avenue,5.882294349376988e-06
osm_name_Lad Lane,5.877482986370305e-06
osm_name_Barry Park,5.874515007325484e-06
